1;1;0.168681
2;1;0.063447
3;1;0.287845
4;1;0.006598
1;1;0.164170
2;1;0.050762
3;1;0.267121
4;1;0.006746
1;1;0.166146
2;1;0.045833
3;1;0.269120
4;1;0.006658
1;1;0.165277
2;1;0.054043
3;1;0.266073
4;1;0.006631
1;1;0.166036
2;1;0.053733
3;1;0.264973
4;1;0.006116
1;1;0.166884
2;1;0.052886
3;1;0.270990
4;1;0.006738
1;1;0.167697
2;1;0.048141
3;1;0.262120
4;1;0.006538
1;1;0.166085
2;1;0.053109
3;1;0.271849
4;1;0.006887
1;1;0.163801
2;1;0.060835
3;1;0.264871
4;1;0.006047
1;1;0.165266
2;1;0.046210
3;1;0.264446
4;1;0.005977
1;2;0.186796
2;2;0.096352
3;2;0.303745
4;2;0.054831
1;2;0.187415
2;2;0.087937
3;2;0.304031
4;2;0.049390
1;2;0.191271
2;2;0.090965
3;2;0.297860
4;2;0.049944
1;2;0.183008
2;2;0.085131
3;2;0.302382
4;2;0.057617
1;2;0.188417
2;2;0.087474
3;2;0.300282
4;2;0.057427
1;2;0.184427
2;2;0.085852
3;2;0.299984
4;2;0.047972
1;2;0.191044
2;2;0.085583
3;2;0.301341
4;2;0.050452
1;2;0.193956
2;2;0.083950
3;2;0.306295
4;2;0.047183
1;2;0.188411
2;2;0.085232
3;2;0.303735
4;2;0.048912
1;2;0.186335
2;2;0.082106
3;2;0.306085
4;2;0.051397
1;3;0.223969
2;3;0.120289
3;3;0.315624
4;3;0.081048
1;3;0.193912
2;3;0.116686
3;3;0.316678
4;3;0.088104
1;3;0.193903
2;3;0.127709
3;3;0.315045
4;3;0.077034
1;3;0.192947
2;3;0.120262
3;3;0.315767
4;3;0.079830
1;3;0.196591
2;3;0.124372
3;3;0.320176
4;3;0.079276
1;3;0.200826
2;3;0.118469
3;3;0.316159
4;3;0.078945
1;3;0.195316
2;3;0.122051
3;3;0.316468
4;3;0.082515
1;3;0.196957
2;3;0.130505
3;3;0.311617
4;3;0.078081
1;3;0.196002
2;3;0.111904
3;3;0.313867
4;3;0.077864
1;3;0.201122
2;3;0.118170
3;3;0.316234
4;3;0.073852
1;4;0.195175
2;4;0.147416
3;4;0.323072
4;4;0.107245
1;4;0.201859
2;4;0.145663
3;4;0.320307
4;4;0.104508
1;4;0.198193
2;4;0.152753
3;4;0.326473
4;4;0.109540
1;4;0.202902
2;4;0.152114
3;4;0.325406
4;4;0.119338
1;4;0.199559
2;4;0.147009
3;4;0.325860
4;4;0.117304
1;4;0.202270
2;4;0.151420
3;4;0.328313
4;4;0.108660
1;4;0.197928
2;4;0.145144
3;4;0.324176
4;4;0.113964
1;4;0.196321
2;4;0.151622
3;4;0.322587
4;4;0.108036
1;4;0.199117
2;4;0.148456
3;4;0.322694
4;4;0.103877
1;4;0.196503
2;4;0.142978
3;4;0.326240
4;4;0.112445
1;5;0.203906
2;5;0.180192
