1;1;0.169164
2;1;0.056550
3;1;0.286768
4;1;0.006670
1;1;0.168631
2;1;0.048391
3;1;0.282797
4;1;0.006192
1;1;0.171044
2;1;0.050317
3;1;0.281855
4;1;0.006712
1;1;0.163887
2;1;0.049708
3;1;0.275930
4;1;0.006854
1;1;0.167573
2;1;0.054529
3;1;0.277545
4;1;0.006365
1;1;0.167259
2;1;0.054969
3;1;0.279634
4;1;0.006373
1;1;0.169880
2;1;0.050572
3;1;0.280466
4;1;0.006648
1;1;0.169948
2;1;0.056182
3;1;0.284265
4;1;0.006457
1;1;0.175197
2;1;0.051008
3;1;0.282346
4;1;0.006277
1;1;0.167676
2;1;0.049098
3;1;0.283506
4;1;0.006115
1;2;0.198931
2;2;0.092382
3;2;0.317249
4;2;0.055927
1;2;0.191532
2;2;0.084293
3;2;0.313650
4;2;0.050387
1;2;0.188081
2;2;0.085325
3;2;0.315577
4;2;0.050195
1;2;0.187305
2;2;0.087158
3;2;0.313199
4;2;0.056317
1;2;0.188712
2;2;0.083173
3;2;0.312903
4;2;0.057412
1;2;0.194090
2;2;0.086439
3;2;0.310589
4;2;0.049747
1;2;0.188069
2;2;0.088228
3;2;0.323426
4;2;0.045151
1;2;0.193924
2;2;0.087860
3;2;0.308498
4;2;0.051202
1;2;0.188001
2;2;0.089339
3;2;0.315437
4;2;0.044873
1;2;0.191024
2;2;0.085427
3;2;0.312212
4;2;0.047619
1;3;0.193411
2;3;0.117209
3;3;0.325809
4;3;0.079143
1;3;0.194484
2;3;0.119312
3;3;0.329160
4;3;0.080367
1;3;0.201193
2;3;0.120771
3;3;0.330909
4;3;0.076987
1;3;0.194935
2;3;0.121006
3;3;0.329483
4;3;0.080874
1;3;0.197363
2;3;0.127646
3;3;0.326105
4;3;0.077655
1;3;0.200035
2;3;0.122484
3;3;0.326527
4;3;0.086531
1;3;0.194909
2;3;0.120097
3;3;0.324977
4;3;0.077654
1;3;0.198330
2;3;0.126702
3;3;0.325741
4;3;0.076962
1;3;0.197525
2;3;0.115767
3;3;0.328135
4;3;0.077907
1;3;0.201557
2;3;0.121017
3;3;0.330471
4;3;0.077341
1;4;0.201719
2;4;0.148370
3;4;0.335886
4;4;0.105287
1;4;0.202829
2;4;0.147032
3;4;0.338582
4;4;0.113341
1;4;0.199679
2;4;0.156781
3;4;0.336740
4;4;0.107206
1;4;0.203697
2;4;0.155654
3;4;0.336325
4;4;0.109437
1;4;0.204148
2;4;0.153612
3;4;0.337049
4;4;0.116087
1;4;0.197600
2;4;0.147012
3;4;0.345320
4;4;0.110133
1;4;0.204138
2;4;0.156007
3;4;0.338124
4;4;0.110843
1;4;0.200243
2;4;0.151919
3;4;0.339895
4;4;0.112820
1;4;0.203325
2;4;0.152246
3;4;0.339502
4;4;0.111845
1;4;0.196874
2;4;0.153076
3;4;0.336606
4;4;0.110318
1;5;0.199194
2;5;0.181056
3;5;0.343227
4;5;0.138840
1;5;0.197232
2;5;0.181590
3;5;0.345917
4;5;0.140923
1;5;0.198315
2;5;0.177872
3;5;0.344384
4;5;0.142942
1;5;0.199585
2;5;0.192395
3;5;0.341478
4;5;0.140871
1;5;0.200831
2;5;0.199498
3;5;0.340584
4;5;0.146926
1;5;0.206328
2;5;0.181344
3;5;0.338811
4;5;0.148920
1;5;0.203816
2;5;0.189186
3;5;0.341059
4;5;0.144034
1;5;0.199185
2;5;0.173454
3;5;0.350098
4;5;0.141837
1;5;0.198493
2;5;0.180091
3;5;0.353522
4;5;0.141479
1;5;0.200495
2;5;0.183282
3;5;0.345789
4;5;0.143290
1;6;0.201196
2;6;0.210789
3;6;0.347949
4;6;0.170998
1;6;0.204923
2;6;0.236083
3;6;0.344892
4;6;0.172256
1;6;0.208480
2;6;0.213166
3;6;0.360210
4;6;0.187462
1;6;0.201055
2;6;0.208995
3;6;0.353652
4;6;0.168731
1;6;0.199705
2;6;0.212350
3;6;0.348229
4;6;0.167913
1;6;0.200444
2;6;0.218163
3;6;0.345971
4;6;0.168761
1;6;0.200108
2;6;0.234046
3;6;0.348977
4;6;0.182826
1;6;0.203039
2;6;0.252046
3;6;0.348103
4;6;0.175591
1;6;0.227801
2;6;0.207988
3;6;0.348463
4;6;0.170899
1;6;0.202409
2;6;0.208611
3;6;0.348854
4;6;0.172372
1;7;0.200238
2;7;0.244620
3;7;0.353654
4;7;0.207395
1;7;0.214546
2;7;0.256458
