1;20;0.856965
2;20;0.067878
3;20;1.569899
4;20;2.415946
1;7;0.855412
2;7;0.066973
3;7;1.566819
4;7;0.812076
1;20;0.855583
2;20;0.068009
3;20;1.562424
4;20;2.415739
1;7;0.868786
2;7;0.068984
3;7;1.557048
4;7;0.813893
1;20;0.854886
2;20;0.068741
3;20;1.561770
4;20;2.391856
1;7;0.867356
2;7;0.067682
3;7;1.554576
4;7;0.809624
1;20;0.864851
2;20;0.067202
3;20;1.351927
4;20;2.351215
1;7;0.863020
2;7;0.066593
3;7;1.350154
4;7;0.808197
1;20;0.848414
2;20;0.068253
3;20;1.345236
4;20;2.363793
1;7;0.858055
2;7;0.066639
3;7;1.339031
4;7;0.796883
1;20;0.853273
2;20;0.066477
3;20;1.351477
4;20;2.365552
1;7;0.845526
2;7;0.066684
3;7;1.337844
4;7;0.803089
1;20;0.856477
2;20;0.067968
3;20;1.351299
4;20;2.345841
1;7;0.852134
2;7;0.067113
3;7;1.362939
4;7;0.804108
1;20;0.851505
2;20;0.070948
3;20;1.350144
4;20;2.361006
1;7;0.857252
2;7;0.068270
3;7;1.345906
4;7;0.802598
1;20;0.838691
2;20;0.067352
3;20;1.344393
4;20;2.360821
1;7;0.851239
2;7;0.068198
3;7;1.350002
4;7;0.802123
1;20;0.854052
2;20;0.066251
3;20;1.341670
4;20;2.348418
1;7;0.865422
2;7;0.067492
3;7;1.346047
4;7;0.803371
