1;20;0.071032
2;20;0.006286
3;20;0.126705
4;20;0.519872
1;6;0.072933
2;6;0.005818
3;6;0.126404
4;6;0.162857
1;20;0.075568
2;20;0.006543
3;20;0.126353
4;20;0.537735
1;6;0.071404
2;6;0.005044
3;6;0.125238
4;6;0.162357
1;20;0.069838
2;20;0.005145
3;20;0.124548
4;20;0.515985
1;6;0.070662
2;6;0.004374
3;6;0.123667
4;6;0.161943
1;20;0.073015
2;20;0.004684
3;20;0.125047
4;20;0.519261
1;6;0.072292
2;6;0.004635
3;6;0.124597
4;6;0.160245
1;20;0.069832
2;20;0.006073
3;20;0.124233
4;20;0.516515
1;6;0.071865
2;6;0.004454
3;6;0.124432
4;6;0.160061
1;20;0.069817
2;20;0.005255
3;20;0.123047
4;20;0.517492
1;6;0.069641
2;6;0.004619
3;6;0.125199
4;6;0.160474
1;20;0.071961
2;20;0.005192
3;20;0.124731
4;20;0.515697
1;6;0.085207
2;6;0.004651
3;6;0.124799
4;6;0.161985
1;20;0.070834
2;20;0.006187
3;20;0.125261
4;20;0.516152
1;6;0.072934
2;6;0.004682
3;6;0.123905
4;6;0.159496
1;20;0.071086
2;20;0.004426
3;20;0.125122
4;20;0.516036
1;6;0.071571
2;6;0.004211
3;6;0.123881
4;6;0.166575
1;20;0.071611
2;20;0.004305
3;20;0.125374
4;20;0.515502
1;6;0.073648
2;6;0.004492
3;6;0.124441
4;6;0.161390
