1;1000000;0.232245;51.212288
2;1000000;0.104666;51.421184
3;1000000;0.068640;51.421184
4;1000000;0.065102;51.429376
5;1000000;0.064830;53.014528
6;1000000;0.043287;69.017600
7;1000000;0.089331;213.016576
8;1000000;0.497736;1653.014528
1;1000000;0.190558;65.306624
2;1000000;0.101327;65.306624
3;1000000;0.089788;65.306624
4;1000000;0.064413;65.462272
5;1000000;0.064381;67.051520
6;1000000;0.041673;83.058688
7;1000000;0.086552;227.057664
8;1000000;0.498962;1667.055616
1;1000000;0.199411;70.991872
2;1000000;0.105628;70.991872
3;1000000;0.070090;70.991872
4;1000000;0.064075;71.147520
5;1000000;0.064298;72.736768
6;1000000;0.041832;88.743936
7;1000000;0.086291;232.742912
8;1000000;0.496094;1672.740864
1;1000000;0.193974;74.780672
2;1000000;0.107330;74.784768
3;1000000;0.070872;74.784768
4;1000000;0.064427;74.940416
5;1000000;0.064223;76.529664
6;1000000;0.042048;92.536832
7;1000000;0.086976;236.535808
8;1000000;0.500226;1676.533760
1;1000000;0.202787;77.844480
2;1000000;0.100972;77.844480
3;1000000;0.068840;77.844480
4;1000000;0.064777;78.000128
5;1000000;0.064602;79.589376
6;1000000;0.042007;95.596544
7;1000000;0.087741;239.595520
8;1000000;0.497688;1679.593472
1;1000000;0.227134;79.740928
2;1000000;0.102736;79.745024
3;1000000;0.070651;79.745024
4;1000000;0.065602;79.900672
5;1000000;0.068382;81.489920
6;1000000;0.043724;97.497088
7;1000000;0.087131;241.496064
8;1000000;0.493921;1681.494016
1;1000000;0.202205;80.871424
2;1000000;0.105945;80.871424
3;1000000;0.072209;80.871424
4;1000000;0.065947;81.027072
5;1000000;0.066243;82.616320
6;1000000;0.044428;98.623488
7;1000000;0.087184;242.622464
8;1000000;0.490436;1682.620416
1;1000000;0.199429;82.116608
2;1000000;0.102924;82.116608
3;1000000;0.069299;82.128896
4;1000000;0.065139;82.284544
5;1000000;0.066459;83.873792
6;1000000;0.043224;99.880960
7;1000000;0.091008;243.879936
8;1000000;0.491370;1683.877888
1;1000000;0.195963;83.054592
2;1000000;0.102586;83.054592
3;1000000;0.073241;83.054592
4;1000000;0.065352;83.210240
5;1000000;0.064740;84.799488
6;1000000;0.042142;100.806656
7;1000000;0.088176;244.805632
8;1000000;0.500011;1684.803584
1;1000000;0.195669;83.423232
2;1000000;0.101540;83.423232
3;1000000;0.071150;83.435520
4;1000000;0.068607;83.591168
5;1000000;0.065252;85.180416
6;1000000;0.043378;101.187584
7;1000000;0.088891;245.186560
8;1000000;0.493021;1685.184512
