1;20;16.622066;328.122368
2;20;7.993887;328.290304
3;20;5.455121;328.273920
4;20;3.835410;328.712192
5;20;3.068205;330.240000
6;20;3.305793;344.641536
7;20;2.951410;488.787968
8;20;3.756826;1928.065024
1;20;17.044655;353.071104
2;20;8.184135;353.071104
3;20;5.567997;353.071104
4;20;3.888301;353.079296
5;20;3.136160;353.079296
6;20;3.338470;366.845952
7;20;2.969841;510.910464
8;20;3.812770;1950.908416
1;20;16.985057;359.452672
2;20;8.184264;359.452672
3;20;5.554820;359.452672
4;20;3.900257;359.473152
5;20;3.135368;359.297024
6;20;3.309214;375.369728
7;20;2.984690;519.438336
8;20;3.755778;1959.436288
1;20;16.971156;364.609536
2;20;8.220308;364.609536
3;20;5.566026;364.609536
4;20;3.893495;362.946560
5;20;3.112103;364.601344
6;20;3.316737;380.604416
7;20;2.963475;524.795904
8;20;3.812910;1964.793856
1;20;16.869998;367.976448
2;20;8.140993;367.976448
3;20;5.546450;366.108672
4;20;3.891063;366.399488
5;20;3.105654;367.988736
6;20;3.307504;383.995904
7;20;2.940638;527.986688
8;20;3.806733;1967.984640
1;20;16.875110;370.601984
2;20;8.278733;370.601984
3;20;5.549660;368.660480
4;20;3.897514;368.898048
5;20;3.107117;370.487296
6;20;3.329706;386.494464
7;20;2.953867;530.493440
8;20;3.759066;1970.503680
1;20;17.082027;370.659328
2;20;8.190136;370.229248
3;20;5.560715;370.298880
4;20;3.898642;370.401280
5;20;3.131861;371.986432
6;20;3.300457;387.993600
7;20;2.974076;531.992576
8;20;3.779462;1971.990528
1;20;16.970030;371.761152
2;20;8.170105;371.896320
3;20;5.560832;371.896320
4;20;3.892478;371.982336
5;20;3.129252;373.567488
6;20;3.323911;389.574656
7;20;2.980066;533.573632
8;20;3.810472;1973.571584
1;20;16.951411;372.932608
2;20;8.166929;372.932608
3;20;5.558826;372.932608
4;20;3.890395;372.940800
5;20;3.115839;374.525952
6;20;3.303824;390.533120
7;20;2.965195;534.528000
8;20;3.816378;1974.525952
1;20;16.947571;373.624832
2;20;8.156216;373.903360
3;20;5.554804;373.903360
4;20;3.902860;373.911552
5;20;3.124516;375.492608
6;20;3.320566;391.499776
7;20;2.972674;535.498752
8;20;3.808396;1975.496704
