1;20;0.209638;35.713024
2;20;0.103825;35.713024
3;20;0.076552;35.713024
4;20;0.054905;35.872768
5;20;0.044826;37.314560
6;20;0.049756;51.720192
7;20;0.095701;195.719168
1;7;0.060757;35.782656
2;7;0.030258;35.782656
3;7;0.020686;35.782656
4;7;0.020660;35.942400
5;7;0.020991;37.384192
6;7;0.014985;51.789824
7;7;0.060119;195.788800
1;20;0.211259;35.696640
2;20;0.106460;35.696640
3;20;0.074243;35.696640
4;20;0.054133;35.856384
5;20;0.044826;37.298176
6;20;0.050771;51.703808
7;20;0.099191;195.702784
1;7;0.061183;35.766272
2;7;0.029975;35.766272
3;7;0.021062;35.766272
4;7;0.020008;35.926016
5;7;0.021004;37.367808
6;7;0.015128;51.773440
7;7;0.060127;195.772416
1;20;0.213308;36.319232
2;20;0.103821;36.323328
3;20;0.073146;36.319232
4;20;0.053046;36.483072
5;20;0.043797;37.920768
6;20;0.050963;52.330496
7;20;0.095970;196.325376
1;7;0.061303;36.405248
2;7;0.030341;36.405248
3;7;0.022750;36.405248
4;7;0.020609;36.564992
5;7;0.021682;38.006784
6;7;0.015126;52.412416
7;7;0.059443;196.411392
1;20;0.205476;43.409408
2;20;0.109676;43.409408
3;20;0.072470;43.409408
4;20;0.054109;43.417600
5;20;0.042542;43.417600
6;20;0.048601;59.424768
7;20;0.094264;203.423744
1;7;0.059916;41.312256
2;7;0.029178;41.312256
3;7;0.020403;41.312256
4;7;0.019710;41.472000
5;7;0.021157;43.065344
6;7;0.014746;59.072512
7;7;0.057322;203.071488
1;20;0.205702;43.311104
2;20;0.105706;43.311104
3;20;0.073623;43.311104
4;20;0.052683;43.319296
5;20;0.042012;43.319296
6;20;0.048195;59.326464
7;20;0.095485;203.325440
1;7;0.058621;43.319296
2;7;0.030162;43.319296
3;7;0.020489;43.319296
4;7;0.019671;43.319296
5;7;0.020304;43.319296
6;7;0.015179;59.326464
7;7;0.056959;203.325440
1;20;0.206325;43.196416
2;20;0.108382;43.196416
3;20;0.073227;43.229184
4;20;0.052169;43.237376
5;20;0.042838;43.229184
6;20;0.049789;59.236352
7;20;0.094740;203.235328
1;7;0.058559;43.229184
2;7;0.030273;43.229184
3;7;0.020132;43.229184
4;7;0.019620;43.237376
5;7;0.019927;43.229184
6;7;0.015923;59.236352
7;7;0.056366;203.235328
1;20;0.209565;43.155456
2;20;0.108353;43.155456
3;20;0.072892;43.155456
4;20;0.053827;43.163648
5;20;0.044692;43.155456
6;20;0.049223;59.162624
7;20;0.097778;203.161600
1;7;0.061794;43.155456
2;7;0.030076;43.155456
3;7;0.020395;43.171840
4;7;0.020357;43.180032
5;7;0.020470;43.171840
6;7;0.015074;59.179008
7;7;0.056789;203.177984
1;20;0.213108;43.470848
2;20;0.107498;43.470848
3;20;0.072141;43.470848
4;20;0.053675;43.470848
5;20;0.043034;43.470848
6;20;0.048337;59.478016
7;20;0.100728;203.476992
1;7;0.058880;43.470848
2;7;0.030877;43.470848
3;7;0.021374;43.487232
4;7;0.020211;43.487232
5;7;0.019954;43.487232
6;7;0.014921;59.494400
7;7;0.058006;203.493376
1;20;0.214977;40.497152
2;20;0.104126;40.497152
3;20;0.073853;40.497152
4;20;0.053530;40.505344
5;20;0.044955;40.505344
6;20;0.048881;56.512512
7;20;0.096092;200.511488
1;7;0.060145;40.505344
2;7;0.030161;40.505344
3;7;0.020639;40.505344
4;7;0.019812;40.505344
5;7;0.020266;40.505344
6;7;0.015596;56.512512
7;7;0.058714;200.511488
1;20;0.206246;40.468480
2;20;0.106374;40.468480
3;20;0.074739;40.468480
4;20;0.054379;40.468480
5;20;0.043384;40.468480
6;20;0.050060;56.475648
7;20;0.094299;200.474624
1;7;0.058860;40.468480
2;7;0.031599;40.468480
3;7;0.020628;40.468480
4;7;0.019466;40.468480
5;7;0.020023;40.468480
6;7;0.014635;56.475648
7;7;0.061217;200.474624
