1;100000000;8.578258
2;d;0.000000
3;100000000;18.616041
4;100000000;45.252680
1;100000000;8.546023
2;d;0.000000
3;100000000;18.596725
4;100000000;45.457886
1;100000000;8.605713
2;d;0.000000
3;100000000;18.693890
4;100000000;45.542489
1;100000000;8.569380
2;d;0.000000
3;100000000;18.610926
4;100000000;45.301875
1;100000000;8.604572
2;d;0.000000
3;100000000;18.625891
4;100000000;45.451820
1;100000000;8.577777
2;d;0.000000
3;100000000;18.724435
4;100000000;45.554619
1;100000000;8.786231
2;d;0.000000
3;100000000;18.653600
4;100000000;45.496263
1;100000000;8.598074
2;d;0.000000
3;100000000;18.594489
4;100000000;45.472624
1;100000000;8.668988
2;d;0.000000
3;100000000;18.633849
4;100000000;45.437374
1;100000000;8.623825
2;d;0.000000
3;100000000;18.597997
4;100000000;45.521417
