1;1000000;0.069910
2;d;0.000000
3;1000000;0.126804
4;1000000;0.195912
1;1000000;0.071907
2;d;0.000000
3;1000000;0.122730
4;1000000;0.209321
1;1000000;0.071472
2;d;0.000000
3;1000000;0.124313
4;1000000;0.198420
1;1000000;0.073137
2;d;0.000000
3;1000000;0.124974
4;1000000;0.193834
1;1000000;0.070393
2;d;0.000000
3;1000000;0.123740
4;1000000;0.191953
1;1000000;0.072521
2;d;0.000000
3;1000000;0.125288
4;1000000;0.199456
1;1000000;0.072267
2;d;0.000000
3;1000000;0.123710
4;1000000;0.191688
1;1000000;0.071685
2;d;0.000000
3;1000000;0.123517
4;1000000;0.194612
1;1000000;0.070723
2;d;0.000000
3;1000000;0.122943
4;1000000;0.209536
1;1000000;0.070142
2;d;0.000000
3;1000000;0.124116
4;1000000;0.205556
