1;20;0.225704
2;20;0.346935
3;20;0.376679
4;20;0.802213
1;20;0.203244
2;20;0.293030
3;20;0.356570
4;20;0.687997
1;20;0.201527
2;20;0.313184
3;20;0.353827
4;20;0.700299
1;20;0.210005
2;20;0.318501
3;20;0.351677
4;20;0.708369
1;20;0.199573
2;20;0.308685
3;20;0.348615
4;20;0.718540
1;20;0.197833
2;20;0.309556
3;20;0.345685
4;20;0.713029
1;20;0.198628
2;20;0.325666
3;20;0.348832
4;20;0.816251
1;20;0.202426
2;20;0.304470
3;20;0.348838
4;20;0.685934
1;20;0.202038
2;20;0.334782
3;20;0.349960
4;20;0.697682
1;20;0.211157
2;20;0.299739
3;20;0.346756
4;20;0.689794
