1;100000000;9.690115
2;d;0.000000
3;100000000;15.367804
4;100000000;43.472358
1;100000000;9.342245
2;d;0.000000
3;100000000;15.393952
4;100000000;43.712001
1;100000000;9.393219
2;d;0.000000
3;100000000;15.370081
4;100000000;43.837092
1;100000000;9.335814
2;d;0.000000
3;100000000;15.341770
4;100000000;43.823800
1;100000000;9.287936
2;d;0.000000
3;100000000;15.376239
4;100000000;43.814425
1;100000000;9.304730
2;d;0.000000
3;100000000;15.379869
4;100000000;43.645029
1;100000000;9.405261
2;d;0.000000
3;100000000;15.373146
4;100000000;43.901569
1;100000000;9.295811
2;d;0.000000
3;100000000;15.382288
4;100000000;43.705797
1;100000000;9.343340
2;d;0.000000
3;100000000;15.364866
4;100000000;43.796176
1;100000000;9.315518
2;d;0.000000
3;100000000;15.367267
4;100000000;43.672553
