1;20;9.429057
2;20;0.810396
3;20;15.469990
4;20;53.614942
1;8;9.353919
2;8;0.675110
3;8;15.390760
4;8;21.834928
1;20;11.187902
2;20;0.734569
3;20;16.786796
4;20;56.131331
1;8;9.383981
2;8;0.675954
3;8;15.377863
4;8;21.908433
1;20;9.424527
2;20;0.679141
3;20;15.410388
4;20;53.553438
1;8;9.225858
2;8;0.670550
3;8;15.411086
4;8;21.920221
1;20;9.348883
2;20;0.682594
3;20;15.345416
4;20;53.549934
1;8;9.367916
2;8;0.683355
3;8;15.396004
4;8;21.901458
1;20;9.292347
2;20;0.676897
3;20;15.390325
4;20;53.547663
1;8;9.381599
2;8;0.674580
3;8;15.401659
4;8;21.930092
1;20;9.731633
2;20;0.675332
3;20;15.389024
4;20;53.533445
1;8;9.387323
2;8;0.680991
3;8;15.378248
4;8;21.916289
1;20;9.515627
2;20;0.730559
3;20;15.426605
4;20;53.565071
1;8;9.289881
2;8;0.678755
3;8;15.377654
4;8;21.929231
1;20;9.322923
2;20;0.674879
3;20;15.370746
4;20;53.545285
1;8;9.344791
2;8;0.681825
3;8;15.336121
4;8;21.919722
1;20;9.287444
2;20;0.671293
3;20;15.376182
4;20;53.563073
1;8;9.394359
2;8;0.682064
3;8;15.388327
4;8;21.906447
1;20;9.361681
2;20;0.679628
3;20;15.395561
4;20;53.546988
1;8;9.364455
2;8;0.679342
3;8;15.372695
4;8;21.914773
